:ID;journal:string
12040875;MIS Q.
12040876;Int. J. E Adopt.
12040877;Microprocess. Microprogramming
12040878;J. Syst. Archit.
12040879;Int. J. Inf. Acquis.
12040880;SIGACT News
12040881;Int. J. Commun. Netw. Syst. Sci.
12040882;J. Comb. Theory, Ser. A
12040883;Int. J. Technol. Manag.
12040884;J. Virtual Real. Broadcast.
12040885;EAI Endorsed Trans. Context aware Syst. Appl.
12040886;Libr. Trends
12040887;IEEE Netw.
12040888;ACM Trans. Comput. Log.
12040889;EAI Endorsed Trans. Self Adapt. Syst.
12040890;Data Sci.
12040891;IT Prof.
12040892;J. Inf. Knowl. Manag.
12040893;J. Digit. Inf. Manag.
12040894;Int. J. Online Biomed. Eng.
12040895;Int. J. Online Eng.
12040896;Int. J. Inf. Decis. Sci.
12040897;Int. J. Web Portals
12040898;SIAM J. Optim.
12040899;J. Comput. Syst. Sci.
12040900;BioData Min.
12040901;Int. J. Data Sci. Anal.
12040902;IEEE Trans. Inf. Theory
12040903;IRE Trans. Inf. Theory
12040904;Trans. IRE Prof. Group Inf. Theory
12040905;Int. J. Bus. Intell. Data Min.
12040906;Artif. Intell. Medicine
12040907;Data Intell.
12040908;J. Comput. High. Educ.
12040909;Electron. J. Graph Theory Appl.
12040910;J. Next Gener. Inf. Technol.
12040911;IEEE Trans. Geosci. Remote. Sens.
12040912;Int. J. Recent Contributions Eng. Sci. IT
12040913;J. ACM
12040914;Integr. Comput. Aided Eng.
12040915;Microelectron. Reliab.
12040916;Spatial Cogn. Comput.
12040917;Syst.
12040918;Digit. Investig.
12040919;Cybersecur.
12040920;Softw. Syst. Model.
12040921;J. Electron. Publ.
12040922;IACR Trans. Symmetric Cryptol.
12040923;AStA Wirtschafts und Sozialstatistisches Arch.
12040924;IET Image Process.
12040925;Int. J. Netw. Comput.
12040926;Frontiers Virtual Real.
12040927;Int. J. Multim. Intell. Secur.
12040928;Int. J. Robotics Autom.
12040929;Int. J. Comput. Intell. Stud.
12040930;J. Philos. Log.
12040931;RAIRO Theor. Informatics Appl.
12040932;Digit. Tech. J.
12040933;IEEE Intell. Informatics Bull.
12040934;Egypt. Comput. Sci. J.
12040935;Int. J. Bus. Perform. Supply Chain Model.
12040936;J. Intell. Inf. Syst.
12040937;Softw. Focus
12040938;Frontiers Digit. Health
12040939;AI Mag.
12040940;Comput. Sci. J. Moldova
12040941;Int. J. Meas. Technol. Instrum. Eng.
12040942;Int. J. Satell. Commun. Netw.
12040943;J. Int. Comput. Games Assoc.
12040944;Data Min. Knowl. Discov.
12040945;Publ.
12040946;Int. J. Soc. Humanist. Comput.
12040947;J. Autom. Lang. Comb.
12040948;IEEE Open J. Circuits Syst.
12040949;J. Inf. Technol. Res.
12040950;SIAM J. Comput.
12040951;Int. J. Swarm Intell. Res.
12040952;Int. J. Game Theory
12040953;Informatics Educ.
12040954;Int. J. Handheld Comput. Res.
12040955;IJHCR
12040956;Medical Biol. Eng. Comput.
12040957;Document Numérique
12040958;J. ICT Stand.
12040959;Future Gener. Comput. Syst.
12040960;Int. J. Radio Freq. Identif. Technol. Appl.
12040961;Vis. Comput.
12040962;Int. J. Commun. Networks Inf. Secur.
12040963;Intell. Autom. Soft Comput.
12040964;J. Appl. Non Class. Logics
12040965;Markup Lang.
12040966;EAI Endorsed Trans. Serious Games
12040967;Math. Program.
12040968;J. Quantum Inf. Sci.
12040969;Trans. GIS
12040970;Trans. Comput. Collect. Intell.
12040971;Int. J. Appl. Decis. Sci.
12040972;Br. J. Educ. Technol.
12040973;Acta Informatica
12040974;Int. J. Knowl. Eng. Soft Data Paradigms
12040975;SIAM J. Math. Data Sci.
12040976;Int. J. Wirel. Inf. Networks
12040977;Soc. Networks
12040978;Int. J. Web Based Learn. Teach. Technol.
12040979;Fuzzy Optim. Decis. Mak.
12040980;Open Comput. Sci.
12040981;Central Eur. J. Comput. Sci.
12040982;IBM J. Res. Dev.
12040983;Int. J. Web Sci.
12040984;IEEE Geosci. Remote. Sens. Lett.
12040985;J. Multim.
12040986;Comput. Ind.
12040987;Adv. Model. Simul. Eng. Sci.
12040988;Int. J. Document Anal. Recognit.
12040989;Artif. Intell. Law
12040990;SIAM/ASA J. Uncertain. Quantification
12040991;IEEE Trans. Mol. Biol. Multi Scale Commun.
12040992;Eng. Lett.
12040993;Int. J. Knowl. Soc. Res.
12040994;Int. J. Smart Educ. Urban Soc.
12040995;ACM SIGCHI Bull.
12040996;EAI Endorsed Trans. Security Safety
12040997;Wirtschaftsinformatik Manag.
12040998;J. Inf. Telecommun.
12040999;J. WSCG
12041000;EMISA Forum
12041001;Int. J. E Entrepreneurship Innov.
12041002;Int. J. Ambient Comput. Intell.
12041003;J. Cheminformatics
12041004;J. Optim. Theory Appl.
12041005;J. Optimization Theory and Applications
12041006;Games
12041007;Int. J. Manuf. Technol. Manag.
12041008;Encycl. Semantic Comput. Robotic Intell.
12041009;J. Syst. Softw.
12041010;Comput. Sci.
12041011;Supercomput. Front. Innov.
12041012;J. Glob. Optim.
12041013;ACM Trans. Archit. Code Optim.
12041014;Quantum Mach. Intell.
12041015;ACM J. Educ. Resour. Comput.
12041016;ACM Trans. Comput. Educ.
12041017;J. Low Power Electron.
12041018;J. Semant.
12041019;Smart Learn. Environ.
12041020;Interact. Learn. Environ.
12041021;Int. J. Intell. Inf. Technol.
12041022;J. Appl. Probab.
12041023;SIGWEB Newsl.
12041024;Opt. Switch. Netw.
12041025;Grey Syst. Theory Appl.
12041026;Games Econ. Behav.
12041027;Behav. Inf. Technol.
12041028;IEEE Trans. Inf. Forensics Secur.
12041029;Int. J. Serv. Sci. Manag. Eng. Technol.
12041030;South Afr. Comput. J.
12041031;Vis. Comput. Ind. Biomed. Art
12041032;Int. J. Creative Interfaces Comput. Graph.
12041033;Frontiers Res. Metrics Anal.
12041034;Digit. Humanit. Q.
12041035;J. Log. Anal.
12041036;Log. Anal.
12041037;SIAM J. Imaging Sci.
12041038;AI Ethics
12041039;Int. J. Speech Technol.
12041040;Int. J. Digit. Libr. Syst.
12041041;Requir. Eng.
12041042;Internet Math.
12041043;IEEE Trans. Multim.
12041044;Int. J. Intell. Syst. Technol. Appl.
12041045;Softw. Qual. J.
12041046;Int. J. Open Source Softw. Process.
12041047;Int. J. Eng. Pedagog.
12041048;J. Multim. Inf. Syst.
12041049;Frontiers Comput. Neurosci.
12041050;J. Math. Cryptol.
12041051;Graphs Comb.
12041052;Inf. Technol. Manag.
12041053;J. Intell. Transp. Syst.
12041054;Found. Trends Commun. Inf. Theory
12041055;Inf. Comput.
12041056;Inf. Control.
12041057;Inf. Process. Lett.
12041058;Int. J. Inf. Technol. Decis. Mak.
12041059;Found. Trends Theor. Comput. Sci.
12041060;Trait. Autom. des Langues
12041061;NII Shonan Meet. Rep.
12041062;Wirel. Commun. Mob. Comput.
12041063;Ann. Oper. Res.
12041064;IEEE Trans. Artif. Intell.
12041065;Neural Networks
12041066;Bull. IEEE Tech. Comm. Digit. Libr.
12041067;IEEE Trans. Syst. Man Cybern. Syst.
12041068;IEEE Trans. Syst. Man Cybern. Part B
12041069;IEEE Trans. Syst. Man Cybern.
12041070;IEEE Trans. Syst. Man Cybern. Part A
12041071;IEEE Trans. Syst. Man Cybern. Part C
12041072;Manag. Sci.
12041073;Int. J. Artif. Intell. Soft Comput.
12041074;Int. J. Digit. Curation
12041075;J. Open Source Softw.
12041076;Int. J. Comput. Intell. Syst.
12041077;J. Math. Imaging Vis.
12041078;Hum. Factors
12041079;Intell. Inf. Manag.
12041080;Int. J. Autom. Control.
12041081;Bull. Symb. Log.
12041082;Int. J. Intell. Robotics Appl.
12041083;Commun. ACM
12041084;Evol. Syst.
12041085;Found. Trends Syst. Control.
12041086;Int. J. Comput. Syst. Signals
12041087;J. Vis. Commun. Image Represent.
12041088;IPSJ Trans. Syst. LSI Des. Methodol.
12041089;Comput. Animat. Virtual Worlds
12041090;J. Medical Syst.
12041091;Int. J. Comput. Math.
12041092;J. Ind. Inf. Integr.
12041093;Intelligenza Artificiale
12041094;Electron. Notes Discret. Math.
12041095;Paladyn J. Behav. Robotics
12041096;Neural Comput.
12041097;Found. Trends Technol. Inf. Oper. Manag.
12041098;Comput. Games J.
12041099;Reliab. Comput.
12041100;J. Comput. Sci. Eng.
12041101;Int. J. Gaming Comput. Mediat. Simulations
12041102;FDT Bull. ACM SIGFIDET SIGMOD
12041103;Int. J. Enterp. Inf. Syst.
12041104;Int. J. Appl. Math. Comput. Sci.
12041105;Math. Oper. Res.
12041106;Found. Trends Signal Process.
12041107;J. Netw. Comput. Appl.
12041108;EURO J. Comput. Optim.
12041109;Int. J. Inf. Comput. Secur.
12041110;J. Intell. Learn. Syst. Appl.
12041111;Int. J. Comput. Eng. Sci.
12041112;Computer
12041113;Algorithmica
12041114;Int. J. Embed. Syst.
12041115;Int. J. Robotics Appl. Technol.
12041116;Trans. Data Priv.
12041117;ERCIM News
12041118;Ad Hoc Sens. Wirel. Networks
12041119;EAI Endorsed Trans. Collab. Comput.
12041120;Traitement du Signal
12041121;Int. J. Comput. Geom. Appl.
12041122;Int. J. Adapt. Resilient Auton. Syst.
12041123;Poiesis Prax.
12041124;EURASIP J. Inf. Secur.
12041125;ACM Crossroads
12041126;XRDS
12041127;Int. J. Electron. Gov. Res.
12041128;J. Signal Process. Syst.
12041129;J. VLSI Signal Process.
12041130;J. Imaging
12041131;Quantum
12041132;ACM Trans. Database Syst.
12041133;Arch. Math. Log.
12041134;BIT
12041135;e Informatica Softw. Eng. J.
12041136;Int. J. Softw. Eng. Knowl. Eng.
12041137;Adv. Data Sci. Adapt. Anal.
12041138;IEEE Control. Syst. Lett.
12041139;Inf. Vis.
12041140;J. King Saud Univ. Comput. Inf. Sci.
12041141;Int. J. Math. Model. Numer. Optimisation
12041142;Arch. Formal Proofs
12041143;J. Real Time Image Process.
12041144;ACM J. Comput. Documentation
12041145;PeerJ Prepr.
12041146;Trans. Assoc. Comput. Linguistics
12041147;SIGHIT Rec.
12041148;Int. J. Mob. Hum. Comput. Interact.
12041149;Math. Model. Anal.
12041150;Discret. Comput. Geom.
12041151;ACM Trans. Access. Comput.
12041152;EAI Endorsed Trans. Complex Syst.
12041153;Int. J. Hybrid Intell. Syst.
12041154;Proc. Meet. Acoust.
12041155;Oper. Res. Lett.
12041156;Int. J. Soc. Robotics
12041157;Glottometrics
12041158;Frontiers Robotics AI
12041159;Int. J. Account. Inf. Syst.
12041160;Int. J. Biomed. Imaging
12041161;Networks Heterog. Media
12041162;Discret. Event Dyn. Syst.
12041163;Auton. Intell. Syst.
12041164;Finance Stochastics
12041165;Balt. J. Mod. Comput.
12041166;Math. Program. Comput.
12041167;Comput. Sci. Educ.
12041168;Int. J. Game Based Learn.
12041169;Methods Log. Comput. Sci.
12041170;J. ICT Dev. Appl. Res.
12041171;Int. J. Inf. Coding Theory
12041172;Int. J. Grid Util. Comput.
12041173;Int. J. Web Grid Serv.
12041174;Swarm Intell.
12041175;Interfaces
12041176;INFORMS J. Appl. Anal.
12041177;J. Robotics Netw. Artif. Life
12041178;Multimodal Technol. Interact.
12041179;SIAM J. Appl. Math.
12041180;SIAM Journal of Applied Mathematics
12041181;J. Bioinform. Comput. Biol.
12041182;J. Univers. Comput. Sci.
12041183;Cryptologia
12041184;J. Networks
12041185;Innov. Syst. Softw. Eng.
12041186;Open J. Databases
12041187;ACM Trans. Web
12041188;ACM Trans. Internet Things
12041189;J. Membr. Comput.
12041190;Comput. Biol. Chem.
12041191;Comput. Chem.
12041192;Neural Process. Lett.
12041193;J. Serv. Sci. Res.
12041194;Microelectron. J.
12041195;Rev. Colomb. de Computación
12041196;Commun. Assoc. Inf. Syst.
12041197;CAIS
12041198;Transp. Sci.
12041199;Int. J. ICT Res. Dev. Afr.
12041200;Int. J. Comput. Assist. Radiol. Surg.
12041201;Afr. J. Inf. Commun. Technol.
12041202;Int. J. Qual. Assur. Eng. Technol. Educ.
12041203;Parallel Comput.
12041204;J. Electr. Comput. Eng.
12041205;EURASIP J. Bioinform. Syst. Biol.
12041206;Discret. Optim.
12041207;Neural Parallel Sci. Comput.
12041208;J. Inf. Sci. Eng.
12041209;Fuzzy Sets Syst.
12041210;Inf. Soc.
12041211;J. Innov. Digit. Ecosyst.
12041212;ReCALL
12041213;IEEE Trans. Dependable Secur. Comput.
12041214;Data Knowl. Eng.
12041215;ACM Trans. Graph.
12041216;Adv. Complex Syst.
12041217;IEEE J. Sel. Top. Signal Process.
12041218;J. Sel. Topics Signal Processing
12041219;Int. J. Inf. Technol. Web Eng.
12041220;IEEE Trans. Hum. Mach. Syst.
12041221;Int. J. Artif. Life Res.
12041222;Int. J. Art Cult. Des. Technol.
12041223;Int. J. Comput. Vis. Image Process.
12041224;Robotersysteme
12041225;Algorithms
12041226;Int. J. Cyber Warf. Terror.
12041227;Found. Trends Program. Lang.
12041228;Int. J. Intell. Sci.
12041229;Image Process. Line
12041230;SIAM J. Math. Anal.
12041231;Comput. Softw. Big Sci.
12041232;Decis. Sci.
12041233;Knowl. Eng. Data Sci.
12041234;Int. J. Knowl. Based Organ.
12041235;Int. J. Netw. Virtual Organisations
12041236;J. Softw.
12041237;Elektrotech. Informationstechnik
12041238;Int. J. Manuf. Mater. Mech. Eng.
12041239;Comput. Geosci.
12041240;Logist. Res.
12041241;Proc. Natl. Acad. Sci. USA
12041242;Int. J. Electron. Secur. Digit. Forensics
12041243;Comput. Math. Organ. Theory
12041244;Int. J. Interoperability Bus. Inf. Syst.
12041245;Trans. High Perform. Embed. Archit. Compil.
12041246;Genom. Proteom. Bioinform.
12041247;Big Data Res.
12041248;Gov. Inf. Q.
12041249;Proc. ACM Program. Lang.
12041250;Math. Soc. Sci.
12041251;SIAM J. Financial Math.
12041252;J. Comput. Phys.
12041253;Netw. Secur.
12041254;Bull. Acad. Pol. des Sci. Ser. Sci. Math. Astron. Phys.
12041255;Asymptot. Anal.
12041256;Int. J. Electron. Bus. Manag.
12041257;Sci. Ann. Comput. Sci.
12041258;Sci. Ann. Cuza Univ.
12041259;BMC Bioinform.
12041260;Datenbank Rundbr.
12041261;GI Datenbank Rundbrief
12041262;Datenbank Rundbrief
12041263;Artif. Intell.
12041264;J. Mach. Learn. Res.
12041265;ACM Trans. Model. Perform. Evaluation Comput. Syst.
12041266;Comput. Sci. Rev.
12041267;Intell. Data Anal.
12041268;Artif. Life Robotics
12041269;Health Inf. Sci. Syst.
12041270;Found. Trends Inf. Retr.
12041271;Int. J. Hum. Comput. Interact.
12041272;IEEE Trans. Ind. Electron.
12041273;Intell. Syst. Account. Finance Manag.
12041274;Space Commun.
12041275;VLSI Design
12041276;Int. J. Asian Bus. Inf. Manag.
12041277;J. Field Robotics
12041278;ACM Trans. Asian Lang. Inf. Process.
12041279;ACM Trans. Asian Low Resour. Lang. Inf. Process.
12041280;J. Internet Serv. Appl.
12041281;Soft Comput.
12041282;Internet Technol. Lett.
12041283;Int. J. IT Stand. Stand. Res.
12041284;Ann. Pure Appl. Log.
12041285;Ann. Math. Log.
12041286;Ann. Pure Appl. Logic
12041287;Multim. Tools Appl.
12041288;J. Medical Imaging Health Informatics
12041289;Intell. Serv. Robotics
12041290;Comput. Appl. Math.
12041291;ACM J. Emerg. Technol. Comput. Syst.
12041292;Int. J. Strateg. Inf. Technol. Appl.
12041293;J. Phonetics
12041294;ARIMA J.
12041295;J. Comput. Secur.
12041296;J. Educ. Technol. Soc.
12041297;Int. J. Ad Hoc Ubiquitous Comput.
12041298;LOG IN
12041299;Future Internet
12041300;AI Matters
12041301;ACM Queue
12041302;Comput. Methods Programs Biomed.
12041303;Int. J. Mechatronics Autom.
12041304;Comput. Hum. Behav.
12041305;Int. J. Comput. Math. Comput. Syst. Theory
12041306;Int. J. Nanotechnol. Mol. Comput.
12041307;Int. J. Humanoid Robotics
12041308;Clust. Comput.
12041309;J. Comput. Inf. Syst.
12041310;Comput. Sci. Inf. Syst.
12041311;Discret. Math. Theor. Comput. Sci.
12041312;ACM Trans. Spatial Algorithms Syst.
12041313;Int. J. Web Eng. Technol.
12041314;Inf. Syst. Frontiers
12041315;J. Inf. Technol. Tour.
12041316;Comput. Chem. Eng.
12041317;J. Heal. Informatics Res.
12041318;Internet Res.
12041319;J. Comput. Biol.
12041320;Int. J. Knowl. Based Intell. Eng. Syst.
12041321;J. Robotics
12041322;Nano Commun. Networks
12041323;Inf. Manag.
12041324;IEEE Trans. Intell. Transp. Syst.
12041325;Art Sci. Eng. Program.
12041326;Stat. Comput.
12041327;GetMobile Mob. Comput. Commun.
12041328;ACM SIGMOBILE Mob. Comput. Commun. Rev.
12041329;J. Web Semant.
12041330;VLDB J.
12041331;Netw. Inf. Syst. J.
12041332;Artif. Life
12041333;BMC Syst. Biol.
12041334;ACM Trans. Program. Lang. Syst.
12041335;SIAM J. Numer. Anal.
12041336;Prague Bull. Math. Linguistics
12041337;ACM SIGSPATIAL Special
12041338;Int. J. Knowl. Discov. Bioinform.
12041339;IEEE Secur. Priv.
12041340;Int. J. Mach. Learn. Cybern.
12041341;IEEE Trans. Biomed. Circuits Syst.
12041342;Int. J. Comput. Vis. Robotics
12041343;J. Integr. Bioinform.
12041344;Commun. Netw.
12041345;User Model. User Adapt. Interact.
12041346;Frontiers Neurorobotics
12041347;Softw. Impacts
12041348;Theory Pract. Log. Program.
12041349;Int. J. Energy Optim. Eng.
12041350;Swarm Evol. Comput.
12041351;Discov. Internet Things
12041352;Mach. Vis. Appl.
12041353;IEEE Trans. Vis. Comput. Graph.
12041354;Int. J. Adult Vocat. Educ. Technol.
12041355;IEEE Pervasive Comput.
12041356;Int. J. Artif. Intell. Tools
12041357;Am. J. Comput. Math.
12041358;Aust. J. Intell. Inf. Process. Syst.
12041359;Math. Struct. Comput. Sci.
12041360;Inf. Serv. Use
12041361;Ledger
12041362;IEEE Commun. Lett.
12041363;Data Inf. Manag.
12041364;IEEE Internet Things J.
12041365;J. Digit. Imaging
12041366;Int. J. Soc. Media Interact. Learn. Environ.
12041367;Int. J. Intell. Comput. Cybern.
12041368;Public Libr. Q.
12041369;Phonetica
12041370;Proc. ACM Comput. Graph. Interact. Tech.
12041371;eLearn Mag.
12041372;J. Adv. Eng. Comput.
12041373;Int. J. Digit. Lit. Digit. Competence
12041374;Int. J. Knowl. Eng. Data Min.
12041375;Inf. Syst. Res.
12041376;Int. J. Arts Technol.
12041377;J. Am. Soc. Inf. Sci.
12041378;J. Assoc. Inf. Sci. Technol.
12041379;JASIS
12041380;J. Intell. Robotic Syst.
12041381;Ingénierie des Systèmes d Inf.
12041382;IEEE Trans. Biom. Behav. Identity Sci.
12041383;J. Sens. Actuator Networks
12041384;Neurocomputing
12041385;IEEE/ACM Trans. Netw.
12041386;Int. J. E Serv. Mob. Appl.
12041387;Frontiers Blockchain
12041388;J. Algorithms
12041389;Bioinform.
12041390;Comput. Appl. Biosci.
12041391;J. Big Data
12041392;Int. J. Reason. based Intell. Syst.
12041393;Monde des Util. Anal. Données
12041394;Int. J. Pervasive Comput. Commun.
12041395;Comput. Informatics
12041396;Comput. Artif. Intell.
12041397;Computers and Artificial Intelligence
12041398;Artif. Intell. Res.
12041399;Int. J. Adv. Pervasive Ubiquitous Comput.
12041400;Trans. Case Based Reason.
12041401;J. Softw. Eng. Res. Dev.
12041402;PeerJ Comput. Sci.
12041403;ACM Trans. Interact. Intell. Syst.
12041404;Auton. Agents Multi Agent Syst.
12041405;Int. J. Web Serv. Res.
12041406;J. Artif. Gen. Intell.
12041407;IEEE Robotics Autom. Lett.
12041408;Pattern Recognit.
12041409;Interactions
12041410;ACM Trans. Algorithms
12041411;Int. J. Law Inf. Technol.
12041412;IEEE Open J. Commun. Soc.
12041413;IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.
12041414;IEEE Trans. Netw. Sci. Eng.
12041415;Int. J. Fuzzy Log. Intell. Syst.
12041416;Stud Logica
12041417;Artif. Intell. Eng. Des. Anal. Manuf.
12041418;Int. J. Semantic Web Inf. Syst.
12041419;Int. J. Cogn. Informatics Nat. Intell.
12041420;Int. J. Knowl. Learn.
12041421;IEEE Wirel. Commun. Lett.
12041422;Computing
12041423;Frontiers Artif. Intell.
12041424;Ann. GIS
12041425;Int. J. Wirel. Mob. Comput.
12041426;Contributions Discret. Math.
12041427;Int. J. Robotics Res.
12041428;Int. J. Syst. Dyn. Appl.
12041429;J. Soc. Comput.
12041430;Exp. Math.
12041431;EAI Endorsed Trans. Future Intell. Educ. Environ.
12041432;Int. J. Heal. Inf. Syst. Informatics
12041433;J. Comput. Eng.
12041434;Numer. Linear Algebra Appl.
12041435;IMPACT Comput. Sci. Eng.
12041436;J. Comput. Appl. Math.
12041437;Int. J. Comput. Process. Orient. Lang.
12041438;J. Cloud Comput.
12041439;Ind. Manag. Data Syst.
12041440;Virtual Real.
12041441;Int. J. Child Comput. Interact.
12041442;ACM Trans. Multim. Comput. Commun. Appl.
12041443;IEEE Micro
12041444;PsychNology J.
12041445;Int. J. Mob. Commun.
12041446;Int. J. Auton. Adapt. Commun. Syst.
12041447;J. Nonlinear Sci.
12041448;World Digit. Libr.
12041449;IEEE Trans. Learn. Technol.
12041450;Int. J. Strateg. Decis. Sci.
12041451;Comput. Graph.
12041452;Ann. des Télécommunications
12041453;Mach. Learn. Sci. Technol.
12041454;Speech Commun.
12041455;Speech Communication
12041456;ACM Trans. Inf. Syst.
12041457;Int. J. Serv. Stand.
12041458;Inroads
12041459;J. Multiple Valued Log. Soft Comput.
12041460;Enterp. Inf. Syst.
12041461;Web Intell. Agent Syst.
12041462;Web Intell.
12041463;IACR Cryptol. ePrint Arch.
12041464;IEEE Commun. Mag.
12041465;ACM J. Data Inf. Qual.
12041466;Int. J. Appl. Geospat. Res.
12041467;Des. Codes Cryptogr.
12041468;Int. J. Data Min. Model. Manag.
12041469;Mach. Learn. Knowl. Extr.
12041470;Model. Assist. Stat. Appl.
12041471;IEEE Trans. Emerg. Top. Comput. Intell.
12041472;Russ. Digit. Libr. J.
12041473;J. Strateg. Inf. Syst.
12041474;Digit. Creativity
12041475;Intell. Tutoring Media
12041476;Wirel. Sens. Netw.
12041477;World Wide Web J.
12041478;IEEE Trans. Veh. Technol.
12041479;IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.
12041480;Datenbank-Spektrum
12041481;Int. J. IT Bus. Alignment Gov.
12041482;Inf. Resour. Manag. J.
12041483;J. Electronic Imaging
12041484;Int. J. Neural Syst.
12041485;Inf. Fusion
12041486;Int. J. Perform. Eng.
12041487;Bull. ICA
12041488;Knowl. Eng. Rev.
12041489;Wasserwirtsch.
12041490;IEEE Trans. Engineering Management
12041491;Netw. Sci.
12041492;Commun. Res.
12041493;IEEE Syst. J.
12041494;Scand. J. Inf. Syst.
12041495;Notre Dame J. Formal Log.
12041496;Int. J. Comput. Integr. Manuf.
12041497;Concurr. Comput. Pract. Exp.
12041498;Concurr. Pract. Exp.
12041499;Quantum Inf. Process.
12041500;Int. J. Networked Distributed Comput.
12041501;Softw. Concepts Tools
12041502;Struct. Program.
12041503;Int. J. Interact. Commun. Syst. Technol.
12041504;Mob. Inf. Syst.
12041505;Mach. Transl.
12041506;J. Exp. Theor. Artif. Intell.
12041507;Int. J. Organ. Collect. Intell.
12041508;Frontiers ICT
12041509;Adv. Inf. Sci. Serv. Sci.
12041510;J. Comput. Des. Eng.
12041511;Int. J. Comput. Simul.
12041512;Prod. Eng.
12041513;IEEE Trans. Robotics
12041514;IEEE Trans. Robotics Autom.
12041515;IEEE J. Robotics Autom.
12041516;J. Syst. Control. Eng.
12041517;Int. J. Comput. Sci. Educ. Sch.
12041518;J. Adv. Comput. Intell. Intell. Informatics
12041519;Polibits
12041520;POLIBITS
12041521;Int. J. Innov. Digit. Econ.
12041522;Serv. Oriented Comput. Appl.
12041523;Int. J. Comput. Biol. Drug Des.
12041524;Int. J. Algebra Comput.
12041525;Int. J. Gen. Syst.
12041526;Int. J. Appl. Pattern Recognit.
12041527;IEEE Trans. Very Large Scale Integr. Syst.
12041528;Int. J. Syst. Softw. Secur. Prot.
12041529;Comput. Secur.
12041530;Int. J. Approx. Reason.
12041531;Comput. Manag. Sci.
12041532;IET Circuits Devices Syst.
12041533;J. Geogr. Inf. Syst.
12041534;Prax. Inf.verarb. Kommun.
12041535;Kybernetes
12041536;ACM SIGMOD Anthology
12041537;SoftwareX
12041538;Comput. Sci. Res. Dev.
12041539;Inform. Forsch. Entwickl.
12041540;SICS Softw.-Intensive Cyber Phys. Syst.
12041541;Nord. J. Comput.
12041542;Distributed Comput.
12041543;Math. Morphol. Theory Appl.
12041544;Program
12041545;Data Technol. Appl.
12041546;J. Cogn. Neurosci.
12041547;IEEE Trans. Computational Imaging
12041548;J. Approx. Theory
12041549;J. Heuristics
12041550;Int. J. Decis. Support Syst. Technol.
12041551;Soc. Choice Welf.
12041552;Vietnam. J. Comput. Sci.
12041553;J. Community Informatics
12041554;Comput. Intell. Neurosci.
12041555;ACM Trans. Math. Softw.
12041556;Trans. Edutainment
12041557;J. Aerosp. Comput. Inf. Commun.
12041558;J. Aerosp. Inf. Syst.
12041559;IEEE Access
12041560;Int. J. Web Inf. Syst.
12041561;Int. J. Cloud Comput.
12041562;Networks
12041563;Am. Math. Mon.
12041564;EURASIP J. Wirel. Commun. Netw.
12041565;Inf. Syst. J.
12041566;Found. Trends Databases
12041567;AIS Trans. Hum. Comput. Interact.
12041568;MIS Q. Executive
12041569;Discret. Math.
12041570;INFOR Inf. Syst. Oper. Res.
12041571;IEEE Trans. Autom. Control.
12041572;Int. J. Softw. Sci. Comput. Intell.
12041573;Cogn. Comput. Syst.
12041574;J. Vis.
12041575;Optim. Lett.
12041576;Int. J. Fuzzy Syst.
12041577;J. Appl. Log.
12041578;Distributed Syst. Eng.
12041579;J. Numer. Cogn.
12041580;IEEE Trans. Commun.
12041581;SIAM J. Sci. Comput.
12041582;Open J. Web Technol.
12041583;Eur. J. Comb.
12041584;IEEE Trans. Mob. Comput.
12041585;Int. J. Multim. Data Eng. Manag.
12041586;Enterp. Model. Inf. Syst. Archit. Int. J. Concept. Model.
12041587;Found. Trends Netw.
12041588;Int. J. Autom. Technol.
12041589;IEEE Trans. Evol. Comput.
12041590;Int. J. Mob. Learn. Organisation
12041591;J. Symb. Comput.
12041592;Math. Control. Signals Syst.
12041593;J. Probl. Solving
12041594;Mark. Sci.
12041595;J. Appl. Comput. Topol.
12041596;Int. J. Technol. Diffusion
12041597;Circuits Syst. Signal Process.
12041598;Comput. Commun.
12041599;ACM Trans. Intell. Syst. Technol.
12041600;J. Object Oriented Program.
12041601;IEEE Trans. Prof. Commun.
12041602;ACM Trans. Internet Techn.
12041603;J. Data Min. Digit. Humanit.
12041604;Cogn. Process.
12041605;Complex Syst.
12041606;IET Blockchain
12041607;Rev. Socionetwork Strateg.
12041608;Inf. Econ. Policy
12041609;LNCS Trans. Found. Mastering Chang.
12041610;Game Stud.
12041611;Adv. Intell. Syst.
12041612;Int. J. Fog Comput.
12041613;IISE Trans.
12041614;Comput. Ind. Eng.
12041615;J. Database Manag.
12041616;IET Biom.
12041617;Peer-to-Peer Netw. Appl.
12041618;Cryptogr.
12041619;Int. J. Mob. Comput. Multim. Commun.
12041620;Int. J. Next Gener. Comput.
12041621;Int. J. Shape Model.
12041622;Comput. Music. J.
12041623;IEEE Veh. Technol. Mag.
12041624;Int. J. Virtual Pers. Learn. Environ.
12041625;Electron. Commer. Res.
12041626;J. Knowl. Manag.
12041627;Comput. Graph. X
12041628;Graph. Vis. Comput.
12041629;J. Digit. Content Technol. its Appl.
12041630;OOPS Messenger
12041631;Inf. Syst.
12041632;ACM Trans. Storage
12041633;J. Comput. Assist. Learn.
12041634;Smart Comput. Rev.
12041635;Appl. Artif. Intell.
